tenure,age,address,income,retire,voice,internet,forward,churn,region_Zone 2,region_Zone 3,marital_Unmarried,ed_Did not complete high school,ed_High school degree,ed_Post-undergraduate degree,ed_Some college,gender_Male,custcat_E-service,custcat_Plus service,custcat_Total service,monthly_revenue,CLV
24,26,7,55,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,4583.333333333333,52053.916297656535
33,55,21,64,0,0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,5333.333333333333,60571.829873636685
33,33,12,42,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,3500.0,39750.26335457408
2,40,9,134,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,11166.666666666666,126822.26879792682
42,48,22,82,0,0,1,1,0,True,False,False,True,False,False,False,False,False,False,True,6833.333333333333,77607.657025597
52,54,5,153,0,1,1,0,1,False,False,False,False,False,True,False,True,True,False,False,12750.0,144804.53079166272
45,66,43,144,0,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,12000.0,136286.61721568255
3,25,4,22,0,1,1,1,1,False,True,True,False,False,False,False,True,False,False,True,1833.3333333333333,20821.56651906261
37,53,16,35,0,0,0,1,0,True,False,False,True,False,False,False,False,False,True,False,2916.6666666666665,33125.21946214506
28,57,33,82,0,1,1,1,1,True,False,True,False,False,False,False,False,True,False,False,6833.333333333333,77607.657025597
40,63,9,61,0,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,5083.333333333333,57732.525348309966
37,33,1,102,0,0,1,0,0,True,False,True,False,True,False,False,True,False,False,True,8500.0,96536.35386110848
7,27,5,31,0,1,1,1,1,False,True,True,False,False,False,True,True,False,False,True,2583.3333333333335,29339.48009504277
71,56,23,170,0,1,0,1,0,False,False,True,True,False,False,False,False,False,False,True,14166.666666666666,160893.92310184744
19,46,11,26,0,0,1,0,0,True,False,True,False,True,False,False,False,False,False,False,2166.6666666666665,24607.305886164904
61,40,15,85,0,0,0,1,0,True,False,True,False,False,False,True,False,False,True,False,7083.333333333333,80446.96155092372
70,53,16,183,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,15250.0,173197.5760449299
60,55,13,67,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,5583.333333333333,63411.13439896341
48,45,5,42,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,3500.0,39750.26335457408
8,63,1,31,0,0,0,1,0,False,False,False,True,False,False,False,True,False,True,False,2583.3333333333335,29339.48009504277
58,58,10,96,0,0,0,0,0,True,False,False,False,True,False,False,True,False,True,False,8000.0,90857.74481045504
16,24,5,24,0,0,0,1,0,False,False,False,False,False,False,True,True,False,True,False,2000.0,22714.43620261376
33,33,4,53,0,0,0,0,0,True,False,True,False,True,False,False,False,False,False,False,4416.666666666667,50161.046614105384
39,25,4,18,0,0,0,0,0,True,False,True,True,False,False,False,False,False,True,False,1500.0,17035.82715196032
62,51,10,43,0,0,1,0,0,False,False,True,False,False,False,False,True,True,False,False,3583.3333333333335,40696.69819634965
50,34,10,104,0,1,1,1,0,False,False,True,False,False,False,True,True,False,False,True,8666.666666666666,98429.22354465962
48,55,31,26,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,2166.6666666666665,24607.305886164904
31,62,5,56,0,1,0,1,0,False,True,True,False,True,False,False,False,False,True,False,4666.666666666667,53000.35113943212
65,33,9,49,0,0,0,1,0,True,False,False,False,True,False,False,True,True,False,False,4083.3333333333335,46375.3072470031
36,58,34,80,0,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,6666.666666666667,75714.78734204586
61,46,5,318,0,1,0,1,0,False,False,True,False,False,False,True,False,False,True,False,26500.0,300966.27968463226
48,42,21,35,0,0,0,1,0,True,False,True,False,False,False,False,True,False,True,False,2916.6666666666665,33125.21946214506
35,45,17,29,0,0,0,1,0,False,True,True,True,False,False,False,True,False,False,False,2416.6666666666665,27446.610411491623
51,28,8,43,0,1,1,1,0,False,False,True,False,False,True,False,True,False,False,True,3583.3333333333335,40696.69819634965
49,51,5,80,0,1,1,1,1,True,False,False,False,False,True,False,True,False,False,True,6666.666666666667,75714.78734204586
35,39,11,30,0,0,0,1,1,False,False,False,False,False,False,True,False,False,True,False,2500.0,28393.045253267195
58,70,2,9,1,0,1,0,0,False,False,True,False,False,False,True,False,True,False,False,750.0,8517.91357598016
23,35,0,23,0,0,0,1,0,False,False,False,False,True,False,False,True,False,True,False,1916.6666666666667,21768.00136083819
26,39,15,58,0,0,1,1,0,True,False,False,False,False,False,False,False,False,True,False,4833.333333333333,54893.22082298325
38,37,1,52,0,1,0,1,0,False,False,False,True,False,False,False,False,False,False,True,4333.333333333333,49214.61177232981
35,66,44,14,1,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,1166.6666666666667,13250.08778485803
37,50,9,110,0,0,0,1,0,True,False,True,False,True,False,False,False,False,True,False,9166.666666666666,104107.83259531307
48,43,1,60,0,0,0,0,0,True,False,False,False,True,False,False,True,True,False,False,5000.0,56786.09050653439
13,43,1,123,0,0,1,1,0,False,True,False,False,False,False,True,True,False,False,True,10250.0,116411.4855383955
72,63,29,15,1,0,0,1,0,False,False,False,False,False,True,False,True,False,True,False,1250.0,14196.522626633598
30,27,4,47,0,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,3916.6666666666665,44482.437563451946
24,43,14,138,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,11500.0,130608.00816502912
25,51,20,359,0,1,0,1,0,True,False,False,False,False,False,True,True,False,False,True,29916.666666666668,339770.10819743085
50,52,30,214,0,1,1,1,0,True,False,True,False,False,False,True,True,False,False,True,17833.333333333332,202537.05613997267
28,40,7,64,0,0,0,0,0,True,False,True,True,False,False,False,True,False,True,False,5333.333333333333,60571.829873636685
34,51,8,50,0,1,0,0,0,False,True,True,False,False,False,False,True,False,False,False,4166.666666666667,47321.74208877867
48,32,2,88,0,1,1,1,0,False,False,True,False,False,False,True,True,False,False,True,7333.333333333333,83286.26607625044
42,36,8,86,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,7166.666666666667,81393.3963926993
67,65,30,17,1,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,1416.6666666666667,16089.392310184747
17,41,7,25,0,0,1,1,0,False,False,False,False,True,False,False,True,False,True,False,2083.3333333333335,23660.871044389336
29,38,19,46,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,3833.3333333333335,43536.00272167638
66,61,26,361,0,0,0,0,0,False,True,True,True,False,False,False,False,True,False,False,30083.333333333332,341662.9778809819
1,21,1,18,0,0,1,0,1,True,False,True,False,False,False,True,False,False,False,False,1500.0,17035.82715196032
28,33,3,14,0,0,1,1,1,False,False,False,False,False,False,False,True,False,False,True,1166.6666666666667,13250.08778485803
15,35,5,34,0,0,1,0,1,False,False,False,False,False,False,True,True,True,False,False,2833.3333333333335,32178.784620369493
12,64,13,9,1,0,1,1,0,True,False,True,False,True,False,False,False,False,True,False,750.0,8517.91357598016
48,49,18,39,0,1,0,1,1,False,True,True,False,True,False,False,False,False,False,True,3250.0,36910.958829247356
59,25,4,18,0,0,0,0,0,True,False,False,False,False,False,True,True,False,False,False,1500.0,17035.82715196032
8,26,1,25,0,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,2083.3333333333335,23660.871044389336
45,52,15,46,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,3833.3333333333335,43536.00272167638
25,39,8,94,0,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,7833.333333333333,88964.87512690389
21,44,4,26,0,1,1,1,0,False,False,False,False,False,False,True,True,False,False,True,2166.6666666666665,24607.305886164904
17,68,1,335,0,1,0,1,0,True,False,False,True,False,False,False,False,False,False,True,27916.666666666668,317055.67199481704
41,45,14,25,0,0,1,1,1,True,False,True,False,False,False,True,True,False,False,False,2083.3333333333335,23660.871044389336
13,45,3,99,0,1,1,1,1,False,False,False,False,False,False,True,False,False,True,False,8250.0,93697.04933578176
1,26,3,30,0,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,2500.0,28393.045253267195
3,31,4,35,0,1,1,1,1,False,True,False,False,True,False,False,False,False,False,True,2916.6666666666665,33125.21946214506
23,27,2,51,0,1,0,0,1,False,False,False,False,False,True,False,False,False,False,False,4250.0,48268.17693055424
26,42,20,49,0,1,1,1,1,False,True,True,False,False,False,True,True,False,False,True,4083.3333333333335,46375.3072470031
37,51,15,54,0,0,0,0,0,False,False,False,True,False,False,False,True,False,True,False,4500.0,51107.48145588095
5,30,3,46,0,0,1,0,1,False,True,True,False,False,False,False,True,True,False,False,3833.3333333333335,43536.00272167638
32,27,3,91,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,7583.333333333333,86125.57060157717
12,22,1,23,0,0,0,1,0,False,True,True,False,False,False,False,True,False,False,False,1916.6666666666667,21768.00136083819
72,54,6,345,0,0,0,0,0,False,False,False,True,False,False,False,True,False,True,False,28750.0,326520.0204125728
3,25,2,45,0,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,3750.0,42589.567879900795
54,43,12,53,0,0,0,1,0,False,False,True,False,True,False,False,True,False,True,False,4416.666666666667,50161.046614105384
26,26,2,14,0,0,1,1,1,True,False,True,False,True,False,False,False,False,False,True,1166.6666666666667,13250.08778485803
14,36,13,67,0,0,1,0,0,False,True,True,False,False,True,False,False,False,False,False,5583.333333333333,63411.13439896341
22,51,27,49,0,0,0,1,0,False,True,True,False,False,False,True,True,False,False,False,4083.3333333333335,46375.3072470031
65,47,18,37,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,3083.3333333333335,35018.08914569622
26,45,18,33,0,0,0,0,0,False,True,True,True,False,False,False,True,False,False,False,2750.0,31232.349778593918
20,37,5,46,0,1,1,1,0,False,False,True,False,False,False,True,False,False,False,True,3833.3333333333335,43536.00272167638
67,60,32,93,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,7750.0,88018.44028512832
34,55,2,48,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,4000.0,45428.87240522752
37,54,35,183,0,0,0,0,0,False,False,False,False,True,False,False,True,False,True,False,15250.0,173197.5760449299
22,23,3,16,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,1333.3333333333333,15142.957468409171
5,69,0,11,1,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,916.6666666666666,10410.783259531305
28,31,0,42,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,3500.0,39750.26335457408
20,41,7,67,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,5583.333333333333,63411.13439896341
72,41,20,181,0,1,1,0,0,False,True,True,False,False,False,False,True,False,False,True,15083.333333333334,171304.70636137878
30,43,18,53,0,0,1,0,0,True,False,True,False,False,False,False,True,False,False,False,4416.666666666667,50161.046614105384
71,52,17,172,0,1,1,1,0,False,True,True,False,True,False,False,True,False,False,True,14333.333333333334,162786.7927853986
56,44,24,87,0,0,0,1,0,True,False,True,False,True,False,False,True,False,True,False,7250.0,82339.83123447487
8,29,2,21,0,0,0,0,1,False,False,False,False,False,True,False,True,False,False,False,1750.0,19875.13167728704
32,65,6,9,1,0,1,0,0,True,False,True,False,True,False,False,False,True,False,False,750.0,8517.91357598016
46,47,22,144,0,0,0,1,1,True,False,True,False,False,False,True,False,False,True,False,12000.0,136286.61721568255
60,45,23,117,0,1,1,1,0,False,True,False,False,False,False,False,True,False,False,True,9750.0,110732.87648774208
42,32,0,59,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,True,4916.666666666667,55839.65566475883
71,60,39,508,0,1,0,1,0,False,True,False,False,False,False,False,True,False,False,True,42333.333333333336,480788.89962199127
72,63,40,222,1,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,18500.0,210108.53487417728
45,66,11,87,1,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,7250.0,82339.83123447487
5,31,4,34,0,1,0,1,1,False,True,True,True,False,False,False,True,False,True,False,2833.3333333333335,32178.784620369493
17,38,19,18,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,1500.0,17035.82715196032
70,55,12,65,0,1,0,1,0,True,False,True,False,False,False,True,True,False,True,False,5416.666666666667,61518.26471541227
57,57,19,130,0,0,1,0,0,False,True,False,False,False,False,True,False,True,False,False,10833.333333333334,123036.52943082454
20,33,13,44,0,0,0,1,0,False,False,True,False,False,False,True,False,True,False,False,3666.6666666666665,41643.13303812522
72,52,21,63,0,0,0,1,0,False,False,False,True,False,False,False,True,False,True,False,5250.0,59625.39503186113
32,50,28,57,0,0,0,1,0,False,True,True,False,False,False,False,True,False,True,False,4750.0,53946.78598120768
22,57,7,264,0,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,22000.0,249858.79822875134
6,24,2,28,0,0,0,1,1,True,False,True,True,False,False,False,True,False,True,False,2333.3333333333335,26500.17556971606
32,23,2,26,0,1,1,1,0,False,True,False,False,False,False,True,False,False,False,True,2166.6666666666665,24607.305886164904
38,33,3,38,0,0,1,0,0,False,False,True,False,False,False,False,True,True,False,False,3166.6666666666665,35964.52398747178
53,35,15,59,0,0,0,1,0,False,False,True,False,False,False,True,False,False,True,False,4916.666666666667,55839.65566475883
37,76,38,117,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,9750.0,110732.87648774208
47,35,13,70,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,5833.333333333333,66250.43892429012
69,59,37,104,0,1,0,1,0,False,True,True,False,True,False,False,True,False,True,False,8666.666666666666,98429.22354465962
63,56,17,71,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,5916.666666666667,67196.8737660657
61,34,0,70,0,1,1,1,1,False,False,False,False,False,False,True,False,False,False,True,5833.333333333333,66250.43892429012
56,38,8,56,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,True,4666.666666666667,53000.35113943212
40,57,18,68,0,0,0,0,0,False,True,False,True,False,False,False,True,False,True,False,5666.666666666667,64357.56924073899
61,45,21,80,0,0,0,0,0,True,False,True,False,True,False,False,False,True,False,False,6666.666666666667,75714.78734204586
16,26,7,21,0,1,1,1,0,True,False,True,False,False,False,False,True,False,False,True,1750.0,19875.13167728704
7,43,4,69,0,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,5750.0,65304.00408251456
20,31,10,39,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,3250.0,36910.958829247356
35,38,7,90,0,0,1,0,0,True,False,True,False,True,False,False,True,True,False,False,7500.0,85179.13575980159
60,37,12,64,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,5333.333333333333,60571.829873636685
47,25,2,28,0,1,0,1,0,True,False,True,False,True,False,False,True,False,False,True,2333.3333333333335,26500.17556971606
33,28,3,24,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,2000.0,22714.43620261376
12,34,2,44,0,0,0,0,0,False,True,True,False,True,False,False,True,False,False,False,3666.6666666666665,41643.13303812522
10,31,0,32,0,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,2666.6666666666665,30285.914936818343
69,33,9,52,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,4333.333333333333,49214.61177232981
23,20,1,15,0,0,0,0,0,False,False,True,False,False,False,True,False,True,False,False,1250.0,14196.522626633598
53,31,10,46,0,0,1,0,0,False,False,True,False,False,False,True,True,True,False,False,3833.3333333333335,43536.00272167638
60,57,14,107,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,8916.666666666666,101268.52806998634
33,33,7,56,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,4666.666666666667,53000.35113943212
67,40,21,40,0,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True,3333.3333333333335,37857.39367102293
15,38,5,56,0,0,0,1,0,False,True,False,False,False,False,True,True,False,True,False,4666.666666666667,53000.35113943212
64,31,5,46,0,1,1,1,0,False,True,False,False,True,False,False,False,True,False,False,3833.3333333333335,43536.00272167638
46,49,13,51,0,0,0,0,1,True,False,False,False,True,False,False,True,False,False,False,4250.0,48268.17693055424
72,60,33,12,1,1,0,1,0,True,False,False,True,False,False,False,True,False,False,True,1000.0,11357.21810130688
61,43,6,34,0,1,1,1,1,False,False,False,False,False,True,False,True,False,False,True,2833.3333333333335,32178.784620369493
54,27,3,27,0,1,1,0,0,False,True,True,False,True,False,False,False,False,False,True,2250.0,25553.740727940476
28,36,3,42,0,0,1,1,0,False,True,True,False,False,False,True,False,False,True,False,3500.0,39750.26335457408
28,38,8,119,0,1,1,0,1,True,False,True,False,False,True,False,True,False,False,True,9916.666666666666,112625.74617129323
32,43,13,146,0,0,0,1,0,True,False,True,True,False,False,False,False,False,True,False,12166.666666666666,138179.48689923369
52,46,17,51,0,0,0,0,0,True,False,True,False,True,False,False,False,True,False,False,4250.0,48268.17693055424
48,62,33,86,1,1,0,1,0,False,False,True,True,False,False,False,False,False,True,False,7166.666666666667,81393.3963926993
52,42,17,27,0,0,1,1,0,False,True,False,False,False,False,True,False,False,True,False,2250.0,25553.740727940476
37,43,8,38,0,0,0,0,0,False,False,True,False,False,False,True,True,True,False,False,3166.6666666666665,35964.52398747178
41,52,26,928,0,1,0,1,0,False,False,True,False,False,False,True,True,False,True,False,77333.33333333333,878291.533167732
43,27,3,21,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,1750.0,19875.13167728704
67,60,24,24,0,1,0,1,0,False,True,True,True,False,False,False,False,False,True,False,2000.0,22714.43620261376
61,52,30,91,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,7583.333333333333,86125.57060157717
70,39,20,38,0,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,3166.6666666666665,35964.52398747178
44,32,1,96,0,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True,8000.0,90857.74481045504
46,45,12,96,0,0,1,0,0,False,True,True,False,False,False,True,True,True,False,False,8000.0,90857.74481045504
39,34,2,54,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False,False,4500.0,51107.48145588095
39,59,20,1668,0,1,1,0,0,True,False,True,False,False,False,False,False,True,False,False,139000.0,1578653.3160816564
50,29,10,53,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False,True,4416.666666666667,50161.046614105384
5,31,1,21,0,0,0,0,1,False,True,True,False,False,False,True,False,False,False,False,1750.0,19875.13167728704
10,34,1,52,0,0,1,0,1,True,False,True,False,False,True,False,False,True,False,False,4333.333333333333,49214.61177232981
72,69,45,17,1,0,0,0,0,False,False,True,False,False,False,True,False,True,False,False,1416.6666666666667,16089.392310184747
68,60,40,262,0,0,0,1,0,True,False,True,False,True,False,False,False,False,True,False,21833.333333333332,247965.9285452002
58,28,5,34,0,1,1,0,0,False,True,True,False,False,True,False,False,True,False,False,2833.3333333333335,32178.784620369493
18,44,10,107,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,8916.666666666666,101268.52806998634
65,45,25,67,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False,5583.333333333333,63411.13439896341
8,45,1,37,0,0,1,0,1,False,True,True,False,False,False,False,True,True,False,False,3083.3333333333335,35018.08914569622
1,20,1,21,0,1,0,0,1,True,False,True,False,True,False,False,False,False,False,False,1750.0,19875.13167728704
42,58,7,22,0,0,0,0,0,False,True,True,True,False,False,False,False,True,False,False,1833.3333333333333,20821.56651906261
4,25,3,71,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,5916.666666666667,67196.8737660657
17,35,4,77,0,0,0,1,0,False,True,True,False,False,False,True,False,False,True,False,6416.666666666667,72875.48281671916
8,24,1,18,0,1,1,1,1,True,False,False,False,False,False,False,False,False,False,True,1500.0,17035.82715196032
49,37,17,50,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,4166.666666666667,47321.74208877867
56,46,21,33,0,0,1,0,0,False,False,False,False,False,False,False,True,True,False,False,2750.0,31232.349778593918
62,57,21,94,0,0,0,1,0,False,False,False,True,False,False,False,True,False,False,True,7833.333333333333,88964.87512690389
42,57,25,209,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,17416.666666666668,197804.88193109486
13,32,7,31,0,1,0,1,0,False,False,True,False,False,False,False,True,False,True,False,2583.3333333333335,29339.48009504277
69,46,18,66,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,5500.0,62464.699557187836
45,59,14,51,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,4250.0,48268.17693055424
66,42,18,118,0,0,0,0,0,True,False,False,False,True,False,False,True,True,False,False,9833.333333333334,111679.31132951766
15,35,10,25,0,0,1,0,1,True,False,True,False,True,False,False,True,False,False,False,2083.3333333333335,23660.871044389336
41,44,1,59,0,1,1,0,0,False,False,False,False,False,False,True,False,True,False,False,4916.666666666667,55839.65566475883
11,20,1,20,0,1,1,1,1,True,False,True,False,True,False,False,False,False,False,True,1666.6666666666667,18928.696835511466
45,30,0,63,0,1,1,1,1,False,True,False,False,False,True,False,True,False,False,True,5250.0,59625.39503186113
52,62,23,36,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,3000.0,34071.65430392064
42,56,24,72,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,True,6000.0,68143.30860784127
48,35,11,50,0,1,0,0,0,True,False,True,True,False,False,False,True,False,True,False,4166.666666666667,47321.74208877867
4,31,5,39,0,1,1,1,1,False,True,True,False,True,False,False,True,False,False,True,3250.0,36910.958829247356
53,64,10,54,0,1,1,1,0,False,True,False,False,True,False,False,False,False,False,True,4500.0,51107.48145588095
1,59,4,9,1,0,0,1,0,False,True,True,True,False,False,False,True,False,True,False,750.0,8517.91357598016
19,30,10,33,0,1,1,1,0,False,True,False,False,False,False,False,True,False,False,True,2750.0,31232.349778593918
33,30,11,28,0,0,0,1,0,True,False,True,True,False,False,False,True,False,False,False,2333.3333333333335,26500.17556971606
42,36,14,44,0,0,0,1,0,False,True,False,False,True,False,False,True,False,True,False,3666.6666666666665,41643.13303812522
60,32,12,34,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,2833.3333333333335,32178.784620369493
57,51,7,68,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,5666.666666666667,64357.56924073899
64,39,5,37,0,0,0,0,0,False,False,True,True,False,False,False,True,False,False,False,3083.3333333333335,35018.08914569622
28,20,1,18,0,1,1,0,0,True,False,False,False,False,False,True,True,False,False,True,1500.0,17035.82715196032
29,35,10,55,0,0,0,1,1,False,False,False,False,True,False,False,True,False,True,False,4583.333333333333,52053.916297656535
46,31,12,21,0,0,0,1,0,False,False,False,True,False,False,False,True,False,True,False,1750.0,19875.13167728704
22,41,9,29,0,0,0,0,1,False,False,False,False,False,False,True,True,False,False,False,2416.6666666666665,27446.610411491623
10,56,26,9,1,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,750.0,8517.91357598016
50,41,16,138,0,0,0,0,1,False,True,True,False,True,False,False,False,True,False,False,11500.0,130608.00816502912
55,65,34,28,1,1,0,1,0,False,False,True,False,False,False,False,False,False,False,True,2333.3333333333335,26500.17556971606
15,54,7,62,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,False,5166.666666666667,58678.96019008554
31,32,13,37,0,1,1,1,0,False,False,False,False,False,False,True,False,False,False,True,3083.3333333333335,35018.08914569622
5,44,5,83,0,0,0,0,1,False,True,True,True,False,False,False,False,True,False,False,6916.666666666667,78554.09186737258
69,63,28,168,0,0,0,1,0,True,False,True,True,False,False,False,False,False,True,False,14000.0,159001.05341829633
26,27,4,33,0,1,1,1,1,True,False,False,False,False,False,False,True,False,False,True,2750.0,31232.349778593918
10,33,2,66,0,0,1,1,1,False,True,False,False,False,False,True,False,False,False,False,5500.0,62464.699557187836
26,30,9,18,0,1,0,1,1,False,False,True,False,False,False,False,True,False,False,True,1500.0,17035.82715196032
25,30,0,20,0,0,0,0,0,False,True,True,True,False,False,False,False,False,True,False,1666.6666666666667,18928.696835511466
30,23,4,19,0,0,1,0,0,False,True,False,False,False,False,True,True,True,False,False,1583.3333333333333,17982.26199373589
21,39,7,25,0,0,0,1,0,False,False,False,False,True,False,False,True,False,True,False,2083.3333333333335,23660.871044389336
71,46,27,119,0,1,1,1,0,False,False,True,False,False,True,False,False,False,False,True,9916.666666666666,112625.74617129323
11,48,5,323,0,0,1,1,1,False,True,False,False,False,False,False,True,False,True,False,26916.666666666668,305698.4538935102
24,30,7,45,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,3750.0,42589.567879900795
65,59,27,197,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,16416.666666666668,186447.66382978793
16,34,13,56,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,4666.666666666667,53000.35113943212
37,51,26,24,0,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,2000.0,22714.43620261376
5,30,4,25,0,0,0,1,1,False,False,True,False,False,False,True,True,False,True,False,2083.3333333333335,23660.871044389336
3,55,9,26,0,1,1,0,1,False,False,False,False,False,True,False,False,True,False,False,2166.6666666666665,24607.305886164904
5,32,6,33,0,0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,2750.0,31232.349778593918
60,44,4,150,0,1,0,1,0,False,False,False,False,True,False,False,True,False,False,True,12500.0,141965.226266336
19,37,4,99,0,0,1,0,1,True,False,False,False,True,False,False,False,True,False,False,8250.0,93697.04933578176
54,40,19,50,0,1,1,1,0,False,True,True,False,False,False,False,False,False,False,True,4166.666666666667,47321.74208877867
25,41,3,81,0,0,0,1,0,True,False,True,False,False,False,True,False,False,True,False,6750.0,76661.22218382143
1,36,6,21,0,0,0,0,1,True,False,True,True,False,False,False,True,True,False,False,1750.0,19875.13167728704
54,68,7,273,0,0,1,0,0,False,True,True,False,False,False,True,False,False,False,False,22750.0,258376.71180473152
14,31,9,39,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,3250.0,36910.958829247356
14,28,7,17,0,0,0,0,1,False,True,False,False,True,False,False,True,False,False,False,1416.6666666666667,16089.392310184747
10,45,8,115,0,0,1,0,1,True,False,False,False,False,False,True,False,True,False,False,9583.333333333334,108840.00680419093
7,23,3,27,0,0,0,1,0,False,False,True,False,True,False,False,False,False,False,False,2250.0,25553.740727940476
33,45,24,35,0,0,0,1,1,True,False,True,True,False,False,False,True,False,True,False,2916.6666666666665,33125.21946214506
3,23,2,20,0,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,1666.6666666666667,18928.696835511466
56,58,3,92,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,7666.666666666667,87072.00544335275
54,56,8,207,0,0,0,1,0,True,False,True,False,True,False,False,False,False,True,False,17250.0,195912.0122475437
72,55,28,40,0,0,0,0,0,False,False,False,True,False,False,False,True,True,False,False,3333.3333333333335,37857.39367102293
18,29,4,40,0,0,1,1,0,False,False,True,False,True,False,False,True,False,True,False,3333.3333333333335,37857.39367102293
25,29,9,55,0,0,0,0,1,False,True,True,False,False,False,False,True,False,False,False,4583.333333333333,52053.916297656535
42,62,26,26,1,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,2166.6666666666665,24607.305886164904
4,37,2,41,0,0,1,0,0,False,True,True,False,True,False,False,True,False,False,False,3416.6666666666665,38803.8285127985
12,50,16,203,0,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,16916.666666666668,192126.2728804414
53,64,17,380,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,31666.666666666668,359645.2398747179
13,38,8,104,0,1,1,1,1,True,False,False,False,False,False,False,True,False,False,True,8666.666666666666,98429.22354465962
18,31,12,24,0,0,0,0,0,False,True,False,False,False,False,True,True,True,False,False,2000.0,22714.43620261376
67,42,20,81,0,1,0,1,0,False,True,False,False,False,False,True,False,False,False,True,6750.0,76661.22218382143
